customerID,tenure,Contract,InternetService,MonthlyCharges,TotalCharges,OnlineSecurity,TechSupport,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Churn,service_count,tenure_cohort,contract_risk
891,50,1 year,Fiber optic,103.71649013037074,1559.5049012606253,Yes,Yes,No,Yes,Yes,No,Yes,4,24mo+,1.5
892,6,1 year,DSL,86.06127378873325,4454.501187654617,No,No,No,No,No,Yes,No,1,3-6mo,0.0
893,64,2 year,Fiber optic,54.39140151866843,7528.992506275671,No,No,Yes,No,No,Yes,No,2,24mo+,1.5
894,3,2 year,DSL,97.9501901724492,3878.089139398573,Yes,Yes,No,Yes,No,Yes,No,4,1-3mo,0.0
895,54,1 year,DSL,26.50731326354289,3465.765822194958,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,24mo+,0.0
896,64,1 year,DSL,113.6306668946179,959.2909390840643,No,No,No,Yes,No,No,No,1,24mo+,0.0
897,61,Month-to-month,Fiber optic,37.58382113145741,826.0719897187034,Yes,No,Yes,No,No,Yes,No,3,24mo+,4.5
898,62,1 year,Fiber optic,96.58126537170328,6268.752623938191,No,No,No,Yes,No,Yes,No,2,24mo+,1.5
899,4,1 year,Cable,105.26646188919436,6869.235707355924,No,Yes,No,Yes,No,Yes,Yes,3,3-6mo,0.0
900,12,Month-to-month,Fiber optic,64.93333825004456,7915.455722566328,No,No,No,No,Yes,No,No,1,6-12mo,4.5
901,53,1 year,Fiber optic,23.80275848699364,1101.009032770564,No,No,Yes,Yes,No,Yes,No,3,24mo+,1.5
902,50,1 year,Fiber optic,51.09135507000078,6028.7976226951305,No,Yes,No,Yes,No,Yes,No,3,24mo+,1.5
903,22,Month-to-month,Fiber optic,60.171543819268074,7202.049083176784,No,No,Yes,Yes,No,No,No,2,12-24mo,4.5
904,2,1 year,Cable,70.4096362163277,2830.028517773058,Yes,No,Yes,Yes,Yes,No,Yes,4,1-3mo,0.0
905,31,1 year,Fiber optic,59.91678459365553,7436.899998548421,Yes,No,Yes,Yes,No,Yes,No,4,24mo+,1.5
906,51,1 year,Cable,89.26065730354904,4880.743910175969,Yes,No,Yes,Yes,Yes,No,No,4,24mo+,0.0
907,13,1 year,DSL,88.8272042426924,3433.983511253166,No,Yes,No,Yes,Yes,Yes,Yes,4,12-24mo,0.0
908,33,2 year,DSL,111.56594746981068,6451.43376844437,Yes,No,No,No,Yes,Yes,Yes,3,24mo+,0.0
909,29,1 year,Fiber optic,71.05202081184254,4636.938321713334,Yes,No,No,No,Yes,Yes,No,3,24mo+,1.5
910,29,Month-to-month,Cable,55.60783734765689,4396.485779636434,No,No,Yes,No,No,No,No,1,24mo+,3.0
911,56,1 year,Cable,26.99093448906991,1782.5737108761982,Yes,Yes,No,Yes,Yes,No,No,4,24mo+,0.0
912,52,2 year,Fiber optic,109.22333208261333,7702.176256552229,Yes,Yes,No,Yes,No,Yes,No,4,24mo+,1.5
913,20,2 year,Cable,36.098108169869775,2702.700876174573,No,Yes,No,Yes,No,Yes,No,3,12-24mo,0.0
914,21,2 year,DSL,95.87070626456511,2880.701098903234,Yes,No,Yes,Yes,Yes,Yes,No,5,12-24mo,0.0
915,15,Month-to-month,Fiber optic,38.11786039398768,554.6231588274193,No,Yes,No,No,No,Yes,Yes,2,12-24mo,4.5
916,65,1 year,DSL,97.20769924879744,6294.144731837881,Yes,Yes,No,No,No,Yes,No,3,24mo+,0.0
917,53,2 year,DSL,32.383614829684134,2368.475748348189,Yes,Yes,Yes,No,No,Yes,No,4,24mo+,0.0
918,2,1 year,Cable,55.255264937326366,1223.6479293721306,Yes,Yes,No,No,Yes,No,Yes,3,1-3mo,0.0
919,11,Month-to-month,Fiber optic,114.88671358705386,6246.261484558158,Yes,Yes,No,Yes,Yes,Yes,No,5,6-12mo,4.5
920,60,Month-to-month,Cable,66.20184256391315,6585.250310904109,No,No,Yes,Yes,Yes,Yes,No,4,24mo+,3.0
921,4,Month-to-month,Fiber optic,37.59116948867656,2056.342871377451,No,No,No,Yes,Yes,Yes,No,3,3-6mo,4.5
922,46,Month-to-month,Cable,47.85341938604843,6708.57325554769,Yes,No,No,No,No,Yes,No,2,24mo+,3.0
923,31,1 year,DSL,23.212465490990656,5165.214505524956,No,No,Yes,Yes,No,No,Yes,2,24mo+,0.0
924,71,Month-to-month,Cable,20.30664441596661,2467.748090243603,No,No,No,Yes,No,Yes,No,2,24mo+,3.0
925,3,1 year,Fiber optic,114.2025539150248,4052.842769391115,Yes,Yes,Yes,No,Yes,No,Yes,4,1-3mo,1.5
926,54,1 year,DSL,107.42705892318754,1415.554207750474,No,No,Yes,No,No,Yes,No,2,24mo+,0.0
927,46,1 year,Cable,66.95021149849339,5446.529255965457,No,No,Yes,No,No,Yes,No,2,24mo+,0.0
928,25,1 year,DSL,75.45353659546885,3449.1938124543412,No,No,Yes,Yes,Yes,Yes,No,4,24mo+,0.0
929,17,2 year,Fiber optic,70.46701756520588,3401.9140892300557,No,No,Yes,No,Yes,No,Yes,2,12-24mo,1.5
930,45,2 year,Fiber optic,84.29193683777659,1294.3518041424045,No,No,No,No,Yes,Yes,No,2,24mo+,1.5
931,6,Month-to-month,Cable,31.120693258035253,7222.42806505114,No,No,Yes,Yes,No,No,No,2,3-6mo,3.0
932,56,Month-to-month,Fiber optic,80.47554178873511,3958.232805883279,No,Yes,Yes,No,No,No,Yes,2,24mo+,4.5
933,6,2 year,Fiber optic,67.48084386312115,3655.242377034606,No,Yes,Yes,No,Yes,No,No,3,3-6mo,1.5
934,33,Month-to-month,Fiber optic,89.54295792230573,7185.564052154026,No,No,Yes,Yes,Yes,Yes,No,4,24mo+,4.5
935,17,1 year,DSL,89.67559945575591,6344.886463029387,Yes,No,Yes,No,No,No,No,2,12-24mo,0.0
936,44,2 year,Cable,48.15210420686197,808.5342875878948,No,No,Yes,Yes,No,No,No,2,24mo+,0.0
937,51,Month-to-month,DSL,116.18809488372824,4605.190911935032,No,No,No,No,Yes,Yes,No,2,24mo+,3.0
938,18,Month-to-month,Fiber optic,46.53702308717874,6730.767176897997,No,No,Yes,No,No,Yes,No,2,12-24mo,4.5
939,71,1 year,DSL,56.928053025331664,3834.427338709166,No,No,Yes,Yes,No,No,No,2,24mo+,0.0
940,16,2 year,Cable,52.22081163233749,3539.5038261069585,No,Yes,Yes,No,Yes,No,Yes,3,12-24mo,0.0
941,55,1 year,DSL,73.71847286964714,7279.69316570142,Yes,Yes,No,No,Yes,Yes,No,4,24mo+,0.0
942,40,2 year,Cable,46.85066872046892,4278.353232751991,No,No,Yes,No,Yes,Yes,No,3,24mo+,0.0
943,64,Month-to-month,DSL,40.98870981001581,1250.8735977376143,No,Yes,No,Yes,No,Yes,No,3,24mo+,3.0
944,60,Month-to-month,Fiber optic,20.01160524665237,5563.049573641339,No,No,No,Yes,Yes,No,Yes,2,24mo+,4.5
945,25,1 year,Cable,75.91897367285966,5023.340425055284,Yes,No,No,Yes,Yes,Yes,Yes,4,24mo+,0.0
946,39,1 year,Fiber optic,68.20919263803805,6731.334688646253,No,Yes,Yes,No,No,Yes,Yes,3,24mo+,1.5
947,46,Month-to-month,Cable,60.03445713620696,2339.1107653764475,No,No,Yes,Yes,No,No,Yes,2,24mo+,3.0
948,34,1 year,Cable,46.32346483165794,2472.8259560784704,No,Yes,Yes,Yes,Yes,Yes,Yes,5,24mo+,0.0
949,3,2 year,DSL,63.45174441678699,1611.7137714504636,Yes,No,Yes,Yes,No,No,No,3,1-3mo,0.0
950,8,Month-to-month,Fiber optic,118.8949819207622,2351.7323952733964,No,No,Yes,No,Yes,No,No,2,6-12mo,4.5
951,21,2 year,Cable,89.78943754719896,6959.561769413835,No,No,Yes,Yes,No,Yes,Yes,3,12-24mo,0.0
952,3,1 year,Cable,82.13917279230726,7250.368679050196,Yes,Yes,Yes,Yes,Yes,No,Yes,5,1-3mo,0.0
953,60,Month-to-month,Cable,26.647361405355017,7067.009778695172,No,Yes,Yes,No,No,Yes,No,3,24mo+,3.0
954,70,2 year,Cable,119.22767911081353,3423.850450640721,No,No,No,Yes,No,No,Yes,1,24mo+,0.0
955,6,2 year,Cable,93.0871466065655,3486.880182795636,Yes,Yes,Yes,Yes,Yes,Yes,No,6,3-6mo,0.0
956,8,2 year,DSL,78.77374623020727,4673.080622428868,Yes,Yes,Yes,No,Yes,No,No,4,6-12mo,0.0
957,21,Month-to-month,Cable,54.64855665629686,5340.828431282836,No,No,No,Yes,Yes,No,Yes,2,12-24mo,3.0
958,16,Month-to-month,DSL,73.09910195567889,7237.641760033207,No,Yes,Yes,Yes,Yes,Yes,Yes,5,12-24mo,3.0
959,31,Month-to-month,Fiber optic,26.674382100742893,3222.567831151853,No,Yes,No,Yes,Yes,No,No,3,24mo+,4.5
960,37,1 year,Fiber optic,43.75395527993355,6658.958948513616,No,No,Yes,Yes,No,No,No,2,24mo+,1.5
961,57,1 year,Fiber optic,79.38820312552335,5613.0916696993,Yes,Yes,Yes,Yes,No,No,Yes,4,24mo+,1.5
962,61,2 year,Fiber optic,86.91763659052057,7454.961071623598,No,No,Yes,No,No,No,No,1,24mo+,1.5
963,25,Month-to-month,Fiber optic,73.247742665066,4921.413320731744,No,No,No,No,No,Yes,No,1,24mo+,4.5
964,65,2 year,DSL,96.44010874635065,7660.982889626281,No,Yes,Yes,Yes,No,Yes,No,4,24mo+,0.0
965,67,1 year,Cable,31.656356676739932,2253.0485817113045,Yes,No,No,Yes,No,Yes,Yes,3,24mo+,0.0
966,55,2 year,Fiber optic,107.70765290502722,6071.345990510681,Yes,No,Yes,Yes,Yes,No,Yes,4,24mo+,1.5
967,12,1 year,Cable,102.82569182413924,3663.325781820934,Yes,No,No,Yes,Yes,No,No,3,6-12mo,0.0
968,24,1 year,Cable,79.3112051402814,4756.254770948893,Yes,Yes,Yes,No,No,Yes,Yes,4,12-24mo,0.0
969,48,Month-to-month,DSL,79.53601423296325,6341.815174101317,Yes,Yes,Yes,Yes,Yes,Yes,No,6,24mo+,3.0
970,69,1 year,Cable,31.091600057758477,4863.555218381292,Yes,No,No,No,No,Yes,No,2,24mo+,0.0
971,22,Month-to-month,Cable,111.14786655335088,2439.588641953747,Yes,No,No,No,Yes,Yes,Yes,3,12-24mo,3.0
972,37,2 year,DSL,52.18534336701613,5499.001335779003,No,Yes,No,No,No,Yes,Yes,2,24mo+,0.0
973,65,Month-to-month,Fiber optic,119.97739966986802,2387.690233424561,Yes,No,No,Yes,No,No,No,2,24mo+,4.5
974,32,2 year,Cable,30.108372420011356,6670.823906605484,Yes,Yes,No,Yes,Yes,No,No,4,24mo+,0.0
975,24,Month-to-month,Fiber optic,92.92323296902973,4807.697406451985,No,No,Yes,Yes,No,No,Yes,2,12-24mo,4.5
976,48,1 year,Fiber optic,104.3600460676634,1872.638205375113,No,No,Yes,No,No,No,No,1,24mo+,1.5
977,16,Month-to-month,DSL,30.319196390901965,696.133766418053,Yes,No,No,No,No,No,Yes,1,12-24mo,3.0
978,20,1 year,Fiber optic,70.56921204002045,1431.1929470942816,Yes,Yes,Yes,Yes,Yes,No,Yes,5,12-24mo,1.5
979,14,2 year,DSL,34.53930735590247,6261.538785714308,No,Yes,No,Yes,No,No,No,2,12-24mo,0.0
980,44,Month-to-month,Cable,87.41304511612492,6641.241247150899,Yes,Yes,Yes,Yes,Yes,No,No,5,24mo+,3.0
981,30,1 year,Fiber optic,53.96556441455439,4483.8933150387475,Yes,Yes,Yes,Yes,Yes,No,No,5,24mo+,1.5
982,34,2 year,DSL,107.20818711672976,2187.258287921857,No,Yes,Yes,Yes,No,Yes,Yes,4,24mo+,0.0
983,5,2 year,DSL,42.74262636887086,4092.8205241273545,No,No,No,No,No,No,No,0,3-6mo,0.0
984,14,Month-to-month,DSL,85.0613600332834,5177.6040748162195,Yes,Yes,Yes,Yes,Yes,Yes,No,6,12-24mo,3.0
985,44,2 year,Cable,81.29373551567582,5923.712959790006,Yes,Yes,No,No,Yes,No,Yes,3,24mo+,0.0
986,26,Month-to-month,Fiber optic,87.67833960170465,430.5835423911841,Yes,No,No,Yes,No,No,No,2,24mo+,4.5
987,47,Month-to-month,Cable,41.80584430632286,2207.2340859518813,No,No,Yes,No,Yes,No,No,2,24mo+,3.0
988,49,Month-to-month,Fiber optic,30.030230076272495,1317.1420215932262,No,No,No,Yes,Yes,No,No,2,24mo+,4.5
989,23,1 year,DSL,42.28292017986807,7563.86705511283,Yes,No,Yes,No,Yes,Yes,Yes,4,12-24mo,0.0
990,33,1 year,DSL,83.61557957016448,1308.7883485143695,Yes,Yes,Yes,Yes,No,No,No,4,24mo+,0.0
991,68,Month-to-month,Fiber optic,68.83812612223784,7597.513327743901,No,No,No,Yes,Yes,Yes,Yes,3,24mo+,4.5
992,5,1 year,Cable,98.53980378117164,6623.825339594133,No,No,Yes,No,No,No,Yes,1,3-6mo,0.0
993,27,1 year,Fiber optic,93.79224695099838,6315.870374553912,No,No,Yes,Yes,No,No,No,2,24mo+,1.5
994,44,2 year,DSL,69.50494864935709,3673.366861310261,Yes,Yes,No,Yes,No,No,No,3,24mo+,0.0
995,9,2 year,Cable,109.2683464316236,3421.2001045738075,No,Yes,Yes,No,No,No,No,2,6-12mo,0.0
996,22,2 year,DSL,107.30511107903033,6700.184311848872,No,No,No,No,Yes,Yes,No,2,12-24mo,0.0
997,36,Month-to-month,DSL,67.04564061728219,239.13466978611552,No,Yes,Yes,Yes,Yes,No,No,4,24mo+,3.0
998,67,2 year,Fiber optic,93.0867571366345,4339.82866109156,No,No,No,Yes,No,No,No,1,24mo+,1.5
999,34,2 year,DSL,97.93961880524272,4846.024044221088,No,No,Yes,No,No,Yes,No,2,24mo+,0.0
